County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Berks,10/23/2020,1,0.6,424,421164,0.24,0.14,100.67,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,12/07/2020,3,2.7,490,421164,0.71,0.64,116.34,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,12/26/2020,3,2.4,251,141359,2.12,1.72,177.56,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Wyoming,04/09/2021,0,0,44,26794,0,0,164.22,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lackawanna,04/07/2021,0,0.6,445,209674,0,0.27,212.23,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Union,04/11/2021,0,0,86,44923,0,0,191.44,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cambria,02/17/2021,0,0.9,387,130192,0,0.66,297.25,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,02/05/2021,2,0.9,377,130192,1.54,0.66,289.57,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lehigh,03/29/2021,1,0.6,808,369318,0.27,0.15,218.78,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Indiana,04/08/2021,1,0.3,165,84073,1.19,0.34,196.26,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Cambria,02/22/2021,1,0.9,393,130192,0.77,0.66,301.86,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,01/29/2021,1,0.6,371,130192,0.77,0.44,284.96,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,02/16/2021,0,0.9,387,130192,0,0.66,297.25,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Pike,04/11/2021,0,0.1,52,55809,0,0.26,93.17,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Schuylkill,05/21/2020,1,1.4,32,141359,0.71,1.01,22.64,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,06/19/2020,0,0,47,141359,0,0,33.25,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,06/25/2020,0,0.9,357,421164,0,0.2,84.77,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,05/15/2020,5,6.7,283,421164,1.19,1.59,67.19,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,07/30/2020,0,0.3,371,421164,0,0.07,88.09,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lancaster,10/14/2020,1,1,472,545724,0.18,0.18,86.49,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Schuylkill,08/13/2020,0,0.1,55,141359,0,0.1,38.91,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lancaster,09/06/2020,1,1.7,451,545724,0.18,0.31,82.64,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Schuylkill,12/06/2020,0,2.1,206,141359,0,1.52,145.73,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,07/01/2020,2,0.4,360,421164,0.47,0.1,85.48,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,02/05/2021,83,94.7,22998,12801989,0.65,0.74,179.64,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,04/22/2021,1,0.9,356,155027,0.65,0.55,229.64,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Berks,06/11/2020,1,0.7,345,421164,0.24,0.17,81.92,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,05/03/2020,4,6.7,190,421164,0.95,1.59,45.11,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cameron,04/10/2021,0,0,7,4447,0,0,157.41,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cambria,12/28/2020,14,6.3,295,130192,10.75,4.83,226.59,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Juniata,04/09/2021,0,0,82,24763,0,0,331.14,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Cambria,03/19/2021,0,0.4,404,130192,0,0.33,310.31,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Susquehanna,04/10/2021,0,0,57,40328,0,0,141.34,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Cambria,01/13/2021,1,2.4,352,130192,0.77,1.87,270.37,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,01/04/2021,5,4,323,130192,3.84,3.07,248.1,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cameron,04/11/2021,0,0,7,4447,0,0,157.41,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Juniata,04/10/2021,0,0,82,24763,0,0,331.14,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Schuylkill,06/16/2020,0,0,47,141359,0,0,33.25,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,10/03/2020,1,0.9,408,421164,0.24,0.2,96.87,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,07/29/2020,1,0.1,53,141359,0.71,0.1,37.49,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,10/07/2020,1,1.1,68,141359,0.71,0.81,48.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Luzerne,01/04/2021,2,4.6,523,317417,0.63,1.44,164.77,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Indiana,02/01/2021,0,0.4,152,84073,0,0.51,180.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Schuylkill,06/09/2020,0,0,47,141359,0,0,33.25,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,10/30/2020,1,1.1,432,421164,0.24,0.27,102.57,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lancaster,07/20/2020,1,1.3,401,545724,0.18,0.24,73.48,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Beaver,05/16/2020,1,0.6,74,163929,0.61,0.35,45.14,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,06/21/2020,3,2.4,361,545724,0.55,0.45,66.15,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Berks,08/27/2020,1,0.6,387,421164,0.24,0.14,91.89,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,04/25/2020,6,7.1,141,421164,1.42,1.7,33.48,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Potter,04/11/2021,0,0.1,23,16526,0,0.86,139.17,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cambria,01/07/2021,3,4.4,338,130192,2.3,3.4,259.62,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Sullivan,04/10/2021,0,0,20,6066,0,0,329.71,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Forest,04/10/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cambria,03/13/2021,1,0.4,402,130192,0.77,0.33,308.77,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lancaster,09/18/2020,0,0.3,458,545724,0,0.05,83.93,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Berks,10/17/2020,1,0.7,421,421164,0.24,0.17,99.96,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,05/14/2020,1,0.6,22,141359,0.71,0.4,15.56,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,04/27/2020,5,6.1,148,421164,1.19,1.46,35.14,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Susquehanna,02/21/2021,0,0.1,53,40328,0,0.35,131.42,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lancaster,11/09/2020,2,1.3,500,545724,0.37,0.24,91.62,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Berks,08/28/2020,0,0.6,387,421164,0,0.14,91.89,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lawrence,04/15/2021,0,0.1,200,85512,0,0.17,233.89,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Fulton,02/21/2021,0,0,14,14530,0,0,96.35,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Pennsylvania,06/19/2020,27,24.7,6708,12801989,0.21,0.19,52.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,12/12/2020,2,3.9,512,421164,0.47,0.92,121.57,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,10/20/2020,4,2.1,89,141359,2.83,1.52,62.96,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,10/06/2020,2,1.4,67,141359,1.41,1.01,47.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,05/12/2020,5,8.4,268,421164,1.19,2,63.63,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cambria,01/17/2021,1,1.9,361,130192,0.77,1.43,277.28,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,03/02/2021,0,0.1,394,130192,0,0.11,302.63,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,02/02/2021,0,0.6,374,130192,0,0.44,287.27,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lackawanna,04/06/2021,0,0.9,445,209674,0,0.41,212.23,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Lancaster,09/20/2020,1,0.3,459,545724,0.18,0.05,84.11,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lancaster,07/09/2020,1,2.3,390,545724,0.18,0.42,71.46,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Schuylkill,07/21/2020,0,0.1,52,141359,0,0.1,36.79,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Carbon,02/08/2021,1,1,140,64182,1.56,1.56,218.13,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Berks,06/08/2020,2,1,344,421164,0.47,0.24,81.68,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,11/10/2020,2,1.1,445,421164,0.47,0.27,105.66,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,08/09/2020,1,0.3,55,141359,0.71,0.2,38.91,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Erie,02/28/2021,0,0.9,386,269728,0,0.32,143.11,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,09/03/2020,11,13.7,7938,12801989,0.09,0.11,62.01,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,11/14/2020,0,0.6,147,163929,0,0.35,89.67,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,06/22/2020,2,0.9,355,421164,0.47,0.2,84.29,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Indiana,02/04/2021,1,0.4,153,84073,1.19,0.51,181.98,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Luzerne,12/25/2020,4,6.3,478,317417,1.26,1.98,150.59,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lancaster,09/02/2020,4,2.1,448,545724,0.73,0.39,82.09,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lancaster,10/19/2020,0,0.4,473,545724,0,0.08,86.67,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Berks,09/27/2020,1,0.9,403,421164,0.24,0.2,95.69,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lancaster,10/17/2020,0,0.9,473,545724,0,0.16,86.67,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Mifflin,04/11/2021,0,0,175,46138,0,0,379.3,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lehigh,04/09/2021,0,0.1,814,369318,0,0.04,220.41,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,04/06/2021,0,0.6,813,369318,0,0.15,220.14,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Elk,04/11/2021,0,0.1,38,29910,0,0.48,127.05,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Cambria,02/10/2021,0,0.9,381,130192,0,0.66,292.64,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
York,04/08/2021,1,0.9,759,449058,0.22,0.19,169.02,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cambria,12/29/2020,4,5.9,299,130192,3.07,4.5,229.66,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,03/04/2021,1,0.1,395,130192,0.77,0.11,303.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Sullivan,04/11/2021,0,0,20,6066,0,0,329.71,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Luzerne,12/16/2020,4,6,423,317417,1.26,1.89,133.26,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Schuylkill,09/02/2020,0,0,55,141359,0,0,38.91,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Indiana,02/10/2021,0,0.4,155,84073,0,0.51,184.36,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Luzerne,12/26/2020,6,6.6,484,317417,1.89,2.07,152.48,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Schuylkill,12/27/2020,1,2,252,141359,0.71,1.41,178.27,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Potter,04/07/2021,0,0,22,16526,0,0,133.12,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Schuylkill,08/04/2020,0,0.1,53,141359,0,0.1,37.49,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Pennsylvania,01/01/2021,193,211.7,18049,12801989,1.51,1.65,140.99,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,09/23/2020,0,0.4,399,421164,0,0.1,94.74,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,09/15/2020,15,14.3,8099,12801989,0.12,0.11,63.26,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,05/26/2020,0,0.3,77,163929,0,0.17,46.97,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,10/15/2020,3,1.3,420,421164,0.71,0.31,99.72,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cameron,04/15/2021,0,0,7,4447,0,0,157.41,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Pennsylvania,01/15/2021,157,158,20411,12801989,1.23,1.23,159.44,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,08/22/2020,0,0.3,383,421164,0,0.07,90.94,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,07/27/2020,12,12.9,7342,12801989,0.09,0.1,57.35,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Schuylkill,07/30/2020,0,0.1,53,141359,0,0.1,37.49,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,11/06/2020,2,2.7,130,141359,1.41,1.92,91.96,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Pennsylvania,02/26/2021,38,49.4,24277,12801989,0.3,0.39,189.63,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,11/20/2020,3,1,154,163929,1.83,0.61,93.94,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,10/29/2020,0,0.6,481,545724,0,0.1,88.14,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Berks,10/04/2020,0,0.7,408,421164,0,0.17,96.87,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lancaster,09/30/2020,0,0.1,462,545724,0,0.03,84.66,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Pennsylvania,01/29/2021,99,125,22335,12801989,0.77,0.98,174.47,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,04/05/2021,0,0.6,344,155027,0,0.37,221.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Columbia,04/14/2021,0,0.1,130,64964,0,0.22,200.11,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Schuylkill,07/27/2020,0,0,52,141359,0,0,36.79,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Elk,04/14/2021,0,0.1,38,29910,0,0.48,127.05,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Beaver,03/17/2021,0,0.4,356,163929,0,0.26,217.17,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,08/06/2020,1,1.3,419,545724,0.18,0.24,76.78,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Berks,12/20/2020,2,4.6,547,421164,0.47,1.09,129.88,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,12/31/2020,5,3.4,274,163929,3.05,2.09,167.15,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pennsylvania,01/31/2021,98,114.9,22531,12801989,0.77,0.9,176,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Schuylkill,10/15/2020,1,1,76,141359,0.71,0.71,53.76,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Forest,04/14/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Schuylkill,04/14/2021,0,0.3,387,141359,0,0.2,273.77,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,01/04/2021,6,3.6,279,141359,4.24,2.53,197.37,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,10/20/2020,0,0.7,422,421164,0,0.17,100.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Adams,04/10/2021,1,0.3,164,103009,0.97,0.28,159.21,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
York,06/26/2020,0,1.1,50,449058,0,0.25,11.13,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Berks,04/29/2020,13,6.6,166,421164,3.09,1.56,39.41,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Carbon,02/09/2021,1,0.9,141,64182,1.56,1.34,219.69,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Beaver,01/04/2021,0,2.7,281,163929,0,1.66,171.42,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
York,04/19/2021,1,1,770,449058,0.22,0.22,171.47,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cumberland,03/24/2021,0,0.4,495,253370,0,0.17,195.37,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Berks,07/31/2020,0,0.3,371,421164,0,0.07,88.09,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,04/22/2021,1,0.7,392,141359,0.71,0.51,277.31,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Franklin,04/04/2021,0,0.7,344,155027,0,0.46,221.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Schuylkill,04/15/2021,0,0.3,387,141359,0,0.2,273.77,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Schuylkill,08/02/2020,0,0.1,53,141359,0,0.1,37.49,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Beaver,09/29/2020,1,1.4,134,163929,0.61,0.87,81.74,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Susquehanna,04/15/2021,0,0,57,40328,0,0,141.34,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Pennsylvania,07/16/2020,13,14.9,7201,12801989,0.1,0.12,56.25,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Schuylkill,07/03/2020,0,0.3,49,141359,0,0.2,34.66,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lawrence,04/22/2021,0,0.3,202,85512,0,0.33,236.22,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Pike,04/14/2021,0,0,52,55809,0,0,93.17,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Berks,10/05/2020,2,1,410,421164,0.47,0.24,97.35,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,11/24/2020,1,0.9,156,163929,0.61,0.52,95.16,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,04/04/2021,1,0.4,363,163929,0.61,0.26,221.44,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,09/14/2020,0,0.1,395,421164,0,0.03,93.79,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,07/18/2020,0,0.3,83,163929,0,0.17,50.63,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,05/27/2020,1,3.3,327,421164,0.24,0.78,77.64,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,10/01/2020,1,1.7,138,163929,0.61,1.05,84.18,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,10/25/2020,0,0,142,163929,0,0,86.62,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,08/29/2020,0,0.6,436,545724,0,0.1,79.89,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lehigh,04/21/2021,1,0.7,826,369318,0.27,0.19,223.66,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cambria,04/19/2021,0,0.4,415,130192,0,0.33,318.76,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Beaver,12/19/2020,7,3.4,238,163929,4.27,2.09,145.18,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pennsylvania,12/05/2020,185,162.1,12344,12801989,1.45,1.27,96.42,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,05/05/2020,1,1.1,64,163929,0.61,0.7,39.04,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Wyoming,04/20/2021,0,0.3,46,26794,0,1.07,171.68,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lycoming,04/20/2021,0,0.7,274,113299,0,0.63,241.84,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lackawanna,04/20/2021,0,0.9,454,209674,0,0.41,216.53,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Berks,04/20/2021,0,1.9,978,421164,0,0.44,232.21,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Erie,01/18/2021,2,3.6,333,269728,0.74,1.32,123.46,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Berks,06/13/2020,2,0.9,348,421164,0.47,0.2,82.63,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,07/09/2020,13,17.7,7097,12801989,0.1,0.14,55.44,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,02/23/2021,1,0.7,346,163929,0.61,0.44,211.07,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,06/27/2020,0,0.6,357,421164,0,0.14,84.77,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lancaster,08/10/2020,0,1.7,424,545724,0,0.31,77.69,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Schuylkill,11/09/2020,1,3,138,141359,0.71,2.12,97.62,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,06/20/2020,2,0.7,353,421164,0.47,0.17,83.82,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Luzerne,12/05/2020,6,5.4,359,317417,1.89,1.71,113.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Berks,12/06/2020,2,2.7,487,421164,0.47,0.64,115.63,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cambria,03/07/2021,0,0.7,399,130192,0,0.55,306.47,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,03/22/2021,1,0.4,406,130192,0.77,0.33,311.85,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lehigh,03/30/2021,1,0.7,809,369318,0.27,0.19,219.05,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cambria,03/12/2021,0,0.6,401,130192,0,0.44,308.01,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Huntingdon,04/09/2021,0,0,128,45144,0,0,283.54,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lackawanna,04/02/2021,3,1.1,444,209674,1.43,0.55,211.76,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Cambria,01/24/2021,2,1.3,370,130192,1.54,0.99,284.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Venango,04/10/2021,0,0,90,50668,0,0,177.63,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
